id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
23977,9000, 36 months,10.99,294.61,B,B4,Flight attendant,10+ years,MORTGAGE,67000.0,Source Verified,Apr-2015,credit_card,Credit card refinancing,7.04,May-1996,5,0,6031,64.8,11,f,INDIVIDUAL,4.0,0,"7131 Dwayne Cliff
Davidhaven, UT 48052"
23978,11000, 60 months,11.49,241.87,B,B5,Associate Consultant,< 1 year,MORTGAGE,34000.0,Verified,Nov-2015,credit_card,Credit card refinancing,20.51,Sep-1995,7,0,13731,80.0,16,w,INDIVIDUAL,2.0,0,"394 Rivera Light Suite 226
Johnsonport, KY 22690"
23979,12000, 36 months,11.99,398.52,B,B3,Trans supervisor,10+ years,MORTGAGE,80000.0,Not Verified,Mar-2014,credit_card,Credit card refinancing,20.78,Oct-2000,6,0,105846,50.9,19,f,INDIVIDUAL,1.0,0,"65523 Pedro Parkways Suite 835
Riceville, NY 48052"
23980,17000, 60 months,16.78,420.49,C,C5,Maui Electric Company,3 years,MORTGAGE,72000.0,Verified,Aug-2013,debt_consolidation,Debt consolidation,18.85,Jul-2005,24,0,10101,58.4,32,f,INDIVIDUAL,2.0,0,"58516 Jamie Vista Apt. 991
Larryfort, IL 05113"
23981,15000, 36 months,15.59,524.33,C,C5,Facility Coordinator,10+ years,MORTGAGE,43000.0,Verified,Jul-2016,debt_consolidation,Debt consolidation,17.05,Jun-2002,8,0,42674,78.9,19,w,INDIVIDUAL,2.0,0,"41523 Ashley Ramp
New Henrystad, ME 29597"
23982,18400, 60 months,14.27,430.72,C,C2,Alabama Coalition Against Domestic Viole,3 years,MORTGAGE,61938.0,Source Verified,Dec-2011,debt_consolidation,Consolidation,9.01,Oct-1991,5,0,6314,69.4,6,f,INDIVIDUAL,,0,"38244 Collins Forest
Sheritown, NV 70466"
23983,21000, 60 months,16.78,519.43,C,C5,Barclays,< 1 year,RENT,103000.0,Source Verified,Aug-2013,other,Other,10.78,Jul-1986,15,0,8945,59.2,32,f,INDIVIDUAL,0.0,0,"288 Bolton Islands Apt. 491
Cassandrafurt, OH 22690"
23984,20000, 60 months,22.47,557.74,E,E5,3m,6 years,RENT,60000.0,Verified,Feb-2013,debt_consolidation,Debt consolidation,25.66,Oct-2003,14,0,25204,71.8,22,f,INDIVIDUAL,0.0,0,"Unit 9154 Box 9645
DPO AP 22690"
23985,15000, 60 months,18.99,389.03,F,F3,Center for Disability Services- Transportation Security Administ,6 years,MORTGAGE,57000.0,Not Verified,Feb-2011,debt_consolidation,new ,22.53,Jan-2004,13,0,16947,56.3,26,f,INDIVIDUAL,,0,"69074 Hebert Oval
West Damon, MN 00813"
23986,4500, 36 months,20.31,167.95,D,D5,NYPD ,7 years,MORTGAGE,105000.0,Verified,Jul-2013,home_improvement,Pool,13.1,Oct-2001,25,1,8244,41.8,45,f,INDIVIDUAL,1.0,1,"18963 Munoz Club Apt. 276
Esparzafort, AK 70466"
23987,7500, 36 months,6.99,231.55,A,A2,Chief Programs Officer ,10+ years,MORTGAGE,75000.0,Source Verified,Jun-2016,other,Other,12.94,Feb-1996,5,1,195,1.3,24,f,INDIVIDUAL,2.0,1,"787 Sellers Flats Apt. 850
Kristenburgh, ME 29597"
23988,16000, 60 months,15.99,389.01,D,D2,SUPERVISOR,1 year,MORTGAGE,43000.0,Source Verified,Nov-2014,debt_consolidation,Debt consolidation,11.33,Feb-2006,7,0,3677,45.4,17,w,INDIVIDUAL,2.0,0,"4507 Robert Ridge
East Gina, TX 48052"
23989,6200, 36 months,14.99,214.9,C,C5,,,MORTGAGE,23000.0,Verified,Feb-2015,debt_consolidation,Debt consolidation,30.32,Oct-1984,12,1,3455,28.8,40,f,INDIVIDUAL,4.0,1,"1208 Armstrong Parks
South David, DC 05113"
23990,35000, 60 months,17.57,880.61,D,D4,Snr Product Designer,10+ years,MORTGAGE,98000.0,Verified,May-2014,home_improvement,Home improvement,15.16,Jul-1995,21,0,8698,30.5,48,w,INDIVIDUAL,7.0,0,"265 Smith Harbors
Julieberg, WI 05113"
23991,24800, 60 months,13.11,565.68,B,B4,SHEPPARD MULLIN RICHTER & HAMPTON LLP,10+ years,RENT,72967.0,Verified,Apr-2012,debt_consolidation,My Lending Club Loan,10.37,Aug-1996,15,0,14843,31.6,26,f,INDIVIDUAL,3.0,0,"41333 Johnson Shore
Holmesburgh, KY 86630"
23992,17050, 36 months,21.99,651.06,E,E4,Health care partner,10+ years,RENT,65000.0,Source Verified,Mar-2014,credit_card,Credit card refinancing,30.16,Sep-1994,19,0,24476,68.9,37,f,INDIVIDUAL,0.0,0,"27293 Amanda Light
Westmouth, MA 48052"
23993,10000, 36 months,11.71,330.76,B,B3,Buffalo Public Schools,5 years,MORTGAGE,54000.0,Source Verified,Jan-2012,credit_card,Financial Freedom,18.89,Sep-2001,5,0,16061,92.3,11,f,INDIVIDUAL,,0,"16950 Walker Ridge
Port Jeanberg, MS 29597"
23994,15000, 36 months,12.99,505.34,B,B4,Engineering,4 years,MORTGAGE,63000.0,Verified,Oct-2013,credit_card,Debt consolidation,31.41,Oct-2004,14,0,12254,57.0,26,w,INDIVIDUAL,2.0,0,"375 Donna Point Suite 922
West Jessica, OH 48052"
23995,21500, 36 months,11.83,712.38,B,B3,,10+ years,OWN,140000.0,Not Verified,Dec-2009,debt_consolidation,Bye Bye Bank Loans,24.2,Jul-1999,7,0,298,1.0,11,f,INDIVIDUAL,,0,"44662 Laura Walk Apt. 289
Lake Tonyport, VA 29597"
23996,35000, 36 months,18.49,1273.96,D,D2,Maybank Kim Eng Securities USA,3 years,RENT,247000.0,Source Verified,Jun-2013,debt_consolidation,Pay it off,12.99,Aug-1997,11,0,32820,91.2,24,f,INDIVIDUAL,3.0,0,"5119 Evans Unions
East Bradleytown, MA 29597"
23997,2750, 36 months,13.98,93.97,C,C3,Store Manager,8 years,RENT,45000.0,Not Verified,Jul-2014,debt_consolidation,Debt consolidation,13.87,Aug-1995,13,0,1705,24.4,21,f,INDIVIDUAL,0.0,0,"903 Matthew Terrace
Edwardsburgh, GA 05113"
23998,16000, 36 months,9.99,516.2,B,B3,manager,4 years,MORTGAGE,45000.0,Not Verified,May-2015,debt_consolidation,Debt consolidation,19.57,Jun-2002,13,0,16780,28.7,30,w,INDIVIDUAL,0.0,0,"2282 Walton Turnpike Suite 993
Cookeberg, NM 70466"
23999,12000, 36 months,10.99,392.81,B,B3,Driver,6 years,MORTGAGE,55000.0,Not Verified,Jul-2014,credit_card,Credit card refinancing,24.98,Aug-1991,14,1,12549,58.6,28,w,INDIVIDUAL,5.0,1,"USCGC Hines
FPO AP 00813"
24000,14000, 36 months,6.03,426.1,A,A1,VP Risk Analyst,2 years,MORTGAGE,98000.0,Not Verified,Jun-2014,credit_card,Credit card refinancing,13.71,May-1998,10,0,24901,57.2,19,f,INDIVIDUAL,1.0,0,"945 Thompson Street
Sandraberg, NE 00813"
24001,12000, 36 months,11.53,395.89,B,B5,counter person,10+ years,RENT,100000.0,Not Verified,Feb-2015,other,Other,10.5,Oct-1998,4,0,6024,94.1,8,f,INDIVIDUAL,0.0,0,"020 Nash Freeway Apt. 224
West Thomaschester, SC 70466"
24002,24000, 60 months,24.99,704.3,F,F4,Executive Administrator,10+ years,MORTGAGE,79900.8,Verified,Aug-2015,debt_consolidation,Debt consolidation,29.44,Jul-2000,10,0,8665,89.3,50,f,INDIVIDUAL,2.0,0,"6385 Calderon Passage Apt. 343
Lake Lisaberg, HI 70466"
24003,8000, 36 months,11.49,263.78,B,B5,Director ,8 years,MORTGAGE,200000.0,Source Verified,Nov-2016,credit_card,Credit card refinancing,9.94,Mar-2012,19,0,4633,3.6,27,f,INDIVIDUAL,2.0,0,"146 Barrett Inlet Suite 052
New Tiffanytown, SD 29597"
24004,35000, 60 months,21.98,966.27,E,E4,GE Healthcare,5 years,MORTGAGE,110000.0,Source Verified,Feb-2013,debt_consolidation,Debt consolidation,14.46,Aug-1989,17,0,6972,60.1,36,f,INDIVIDUAL,4.0,0,"8489 Anderson Manor Suite 054
North Stacychester, UT 05113"
24005,18000, 36 months,8.9,571.56,A,A5,RoadNet Coordinator,10+ years,RENT,57800.0,Source Verified,Nov-2013,credit_card,Credit card refinancing,8.37,Dec-1999,9,0,13535,37.7,14,f,INDIVIDUAL,0.0,0,"71431 Johnson Corner Suite 357
Port Susan, MO 22690"
24006,12000, 36 months,15.31,417.81,C,C2,Marios Ground service,1 year,RENT,50000.0,Not Verified,Apr-2013,credit_card,Lower APR,5.11,Oct-2008,6,0,4821,37.4,8,f,INDIVIDUAL,0.0,0,"4214 Meyers Knoll Apt. 067
Sandraland, MT 30723"
24007,10625, 36 months,16.24,374.81,C,C5,machine operador,7 years,RENT,35000.0,Not Verified,Jan-2014,car,Car financing,26.47,Aug-2007,10,0,7954,80.3,25,f,INDIVIDUAL,0.0,0,"PSC 1451, Box 3683
APO AP 30723"
24008,10000, 36 months,15.31,348.18,C,C2,Prince Telecom,4 years,RENT,45000.0,Not Verified,Aug-2012,debt_consolidation,debt consolidation,11.97,Dec-2002,9,1,8971,65.0,24,f,INDIVIDUAL,0.0,1,"832 Kelli Fords
Lake Ashleyfurt, GA 22690"
24009,15000, 36 months,15.61,524.48,C,C3,forklift driver,10+ years,MORTGAGE,79000.0,Not Verified,Nov-2013,home_improvement,home,2.26,Jun-2001,5,0,3408,35.5,25,f,INDIVIDUAL,7.0,0,"903 Mcbride Gateway Apt. 363
Port Taylorville, AZ 48052"
24010,9000, 36 months,13.65,306.08,C,C1,owner,4 years,MORTGAGE,63000.0,Verified,Mar-2014,debt_consolidation,Debt consolidation,10.45,Jun-2009,7,0,3996,39.6,9,f,INDIVIDUAL,1.0,0,"Unit 6516 Box 8748
DPO AE 48052"
24011,7500, 36 months,14.3,257.43,C,C1,Ralphs/Food 4 Less Distribution,10+ years,MORTGAGE,60000.0,Verified,Sep-2013,debt_consolidation,Debt consolidation,19.76,Apr-1998,7,0,7092,81.5,15,f,INDIVIDUAL,2.0,0,"314 Wilcox Hill Apt. 920
Lake Cheryl, MN 48052"
24012,12000, 36 months,6.03,365.23,A,A1,Offficial Payments,1 year,MORTGAGE,95000.0,Not Verified,Jul-2013,debt_consolidation,Debt Consolidation,12.67,Oct-1997,12,0,11949,23.6,30,w,INDIVIDUAL,1.0,0,"7441 Murphy Burgs Suite 742
East Lynn, MI 30723"
24013,25000, 36 months,13.67,850.44,C,C4,Driver,5 years,MORTGAGE,68450.0,Verified,Dec-2015,credit_card,Credit card refinancing,22.76,Apr-2002,11,0,12995,27.6,16,w,INDIVIDUAL,1.0,0,"996 Emily Oval Suite 561
Port Bryantown, DC 30723"
24014,25000, 36 months,16.24,881.9,C,C5,Systems Engineer,< 1 year,MORTGAGE,114000.0,Verified,Jan-2014,debt_consolidation,Debt consolidation,7.22,Oct-2001,5,0,6116,51.4,17,f,INDIVIDUAL,4.0,0,"21043 Rowe Light Apt. 125
South Jermaine, NY 86630"
24015,12300, 36 months,12.12,409.25,B,B3,Lorien Health Systems,4 years,MORTGAGE,56000.0,Verified,Jun-2013,credit_card,credit cards,33.09,Jan-2000,12,0,18442,53.3,23,w,INDIVIDUAL,5.0,0,"80354 Richard Burgs
North Billberg, KY 70466"
24016,10000, 36 months,19.72,370.22,D,D5,,,MORTGAGE,120000.0,Source Verified,May-2013,other,Other,12.18,Aug-1981,16,0,47263,54.3,28,f,INDIVIDUAL,6.0,0,"660 Tyler Square Apt. 880
East Davidmouth, OR 48052"
24017,17500, 36 months,12.35,584.19,B,B4,Judge Unified Communications,4 years,MORTGAGE,55000.0,Not Verified,Jul-2013,debt_consolidation,Debt consolidation,15.03,Feb-1995,10,0,14831,57.9,20,f,INDIVIDUAL,2.0,0,"Unit 9599 Box 9346
DPO AP 48052"
24018,10000, 36 months,12.12,332.72,B,B3,Department of Interior,10+ years,RENT,68000.0,Not Verified,Feb-2013,debt_consolidation,credit card payments,16.89,Oct-1993,17,0,13547,88.6,56,w,INDIVIDUAL,0.0,0,"8371 Hahn Spurs
North Christopher, NE 29597"
24019,24000, 36 months,8.9,762.08,A,A5,Register Nurse,1 year,MORTGAGE,106000.0,Verified,Nov-2013,home_improvement,home improvement,8.82,Aug-1998,14,0,15275,35.4,40,f,INDIVIDUAL,6.0,0,"81761 Scott Prairie Suite 275
Christinastad, TN 48052"
24020,8000, 36 months,12.99,269.52,C,C2,Special forces,10+ years,RENT,65000.0,Source Verified,May-2016,debt_consolidation,Debt consolidation,26.67,Dec-2003,8,0,27312,72.6,25,w,INDIVIDUAL,2.0,0,"99753 Cantrell Square Apt. 475
Fernandoland, WV 70466"
24021,7000, 36 months,9.67,224.79,B,B1,Operations Consultant,10+ years,RENT,62000.0,Source Verified,Mar-2014,debt_consolidation,Debt consolidation,11.91,Jul-1990,21,0,5353,8.0,48,f,INDIVIDUAL,3.0,0,"7508 James Common
Masonmouth, NH 29597"
24022,17325, 60 months,18.2,441.83,E,E1,Plumbing foreman,10+ years,MORTGAGE,64000.0,Source Verified,Jan-2016,other,Other,33.1,May-2003,8,0,28842,74.7,15,w,INDIVIDUAL,1.0,0,"4323 James Throughway Apt. 631
Marcton, OR 05113"
24023,12000, 36 months,11.67,396.69,B,B4,Mammographer,5 years,RENT,81793.0,Source Verified,May-2014,debt_consolidation,Debt consolidation,14.08,Jul-1999,8,0,3654,66.4,16,w,INDIVIDUAL,0.0,0,"20913 Jessica Path Apt. 233
North Caleb, ME 05113"
24024,29000, 36 months,12.99,976.99,C,C2,Manager,1 year,RENT,110000.0,Verified,Jan-2015,debt_consolidation,Debt consolidation,22.06,Mar-1995,18,0,14311,51.9,37,f,INDIVIDUAL,1.0,0,"0774 Andrea Stravenue
Rodriguezville, NH 22690"
24025,35000, 60 months,10.99,760.82,B,B4,Certified Surgical Assistant,2 years,MORTGAGE,120000.0,Verified,Jul-2015,debt_consolidation,Debt consolidation,17.78,Apr-1998,22,0,144049,28.8,46,f,INDIVIDUAL,4.0,0,"3835 Burgess Loop
East Kevin, CO 22690"
24026,4400, 36 months,17.57,158.13,D,D4,FORKLIFT DRIVER,10+ years,RENT,80000.0,Source Verified,Jun-2014,other,Other,13.44,Nov-1991,8,1,4275,72.0,24,f,INDIVIDUAL,2.0,1,"3407 Gordon Burgs Apt. 485
North Sharontown, PA 22690"
24027,10000, 36 months,11.99,332.1,B,B3,Programmer,8 years,RENT,75000.0,Not Verified,Dec-2013,credit_card,Refinance,11.05,Sep-1999,7,0,11406,84.5,22,f,INDIVIDUAL,3.0,0,"93588 Kevin Plains Apt. 474
Daniellemouth, CO 05113"
24028,35000, 60 months,15.41,840.2,D,D1,Track Inspector,< 1 year,MORTGAGE,85000.0,Source Verified,Nov-2015,credit_card,Credit card refinancing,20.87,Jun-1991,13,0,30844,62.3,37,f,INDIVIDUAL,3.0,0,"50659 James Shores Suite 976
Jonathanport, SD 93700"
24029,25000, 60 months,25.89,746.89,G,G3,Charge Nurse,4 years,RENT,68000.0,Verified,Apr-2015,major_purchase,Major purchase,7.61,Jan-2007,6,0,15373,75.0,9,w,INDIVIDUAL,0.0,0,"USNS Price
FPO AE 29597"
24030,23400, 36 months,14.85,809.46,C,C5,legal assistant,6 years,OWN,65000.0,Source Verified,Jan-2016,other,Other,11.1,Jul-1996,7,0,14466,63.2,12,w,INDIVIDUAL,1.0,0,"63598 Fuentes Square Apt. 128
Wilkersonstad, NJ 11650"
24031,15000, 36 months,12.69,503.18,B,B5,Thomson Reuters,7 years,MORTGAGE,95000.0,Not Verified,Oct-2011,debt_consolidation,Credit Card Consolidation,16.8,Jul-1995,21,0,32784,55.4,60,f,INDIVIDUAL,,0,"PSC 7944, Box 0267
APO AE 30723"
24032,21000, 60 months,16.24,513.37,C,C5,Store Manager,10+ years,MORTGAGE,90000.0,Verified,Jan-2014,debt_consolidation,Credit Card Payoff Loan,24.04,Dec-2001,16,0,52331,89.9,43,w,INDIVIDUAL,5.0,0,"356 Marilyn Light
Walterfort, CT 29597"
24033,26000, 60 months,13.33,595.99,C,C3,RN,10+ years,MORTGAGE,83000.0,Source Verified,Apr-2015,credit_card,Credit card refinancing,12.61,Apr-1992,12,0,25629,53.1,21,w,INDIVIDUAL,2.0,0,"577 Collins Glens Apt. 151
Gregoryland, MO 05113"
24034,15000, 36 months,10.99,491.01,B,B2,VIP Front Desk Rep,4 years,RENT,45000.0,Not Verified,Jan-2014,debt_consolidation,Debt consolidation,10.61,Jul-2007,7,0,14493,58.7,12,w,INDIVIDUAL,0.0,0,"17128 Walker Course Suite 325
West Williamshire, IN 22690"
24035,5000, 36 months,8.38,157.56,B,B1,Team Leader,8 years,MORTGAGE,75000.0,Source Verified,Dec-2015,credit_card,Credit card refinancing,3.36,Aug-2002,8,1,1743,12.4,28,w,INDIVIDUAL,0.0,1,"6315 Renee Meadows Suite 839
New Jasmin, NV 00813"
24036,7500, 36 months,6.62,230.28,A,A2,Pricing Manager,7 years,MORTGAGE,73000.0,Not Verified,Nov-2013,credit_card,Bye-Bye Credit Cards,14.22,Aug-1994,9,0,7685,41.1,24,f,INDIVIDUAL,0.0,0,"PSC 7413, Box 3318
APO AA 70466"
24037,21000, 36 months,10.99,687.42,B,B2,Counselor,10+ years,OWN,85000.0,Not Verified,Mar-2014,debt_consolidation,Debt consolidation,26.7,Jul-1986,12,0,44513,87.1,35,w,INDIVIDUAL,0.0,0,"PSC 2963, Box 3393
APO AE 00813"
24038,20000, 36 months,13.11,674.94,B,B4,Pfizer Pharmaceuticals,10+ years,MORTGAGE,125000.0,Not Verified,May-2012,debt_consolidation,green grass,9.04,May-1984,9,0,11089,74.1,38,f,INDIVIDUAL,0.0,0,"727 Shane Lights
West Melissa, VT 22690"
24039,10800, 60 months,14.31,253.04,C,C4,Firefighter,3 years,RENT,43075.0,Verified,Nov-2014,credit_card,Credit card refinancing,21.29,Oct-2003,8,0,10422,56.3,14,w,INDIVIDUAL,0.0,0,"2190 Samuel Valley Suite 948
Schmidtport, CA 70466"
24040,5800, 36 months,13.33,196.35,C,C3,Project Coordinator,2 years,RENT,64000.0,Source Verified,Apr-2015,debt_consolidation,Debt consolidation,9.43,May-2006,9,1,3015,54.8,18,w,INDIVIDUAL,0.0,1,"PSC 0822, Box 3769
APO AE 30723"
24041,8000, 36 months,5.99,243.34,A,A2,,,MORTGAGE,32000.0,Not Verified,Sep-2011,credit_card,ebay payoff,6.9,Feb-1991,5,0,6844,38.2,21,f,INDIVIDUAL,,0,"5401 Gonzales Land
East Andreaborough, CA 22690"
24042,8000, 36 months,11.53,263.93,B,B5,personal banker ,8 years,RENT,56000.0,Source Verified,Mar-2015,debt_consolidation,Debt consolidation,10.63,May-1999,9,2,4555,29.2,33,f,INDIVIDUAL,0.0,2,"2950 Solomon Circle Suite 329
Cochranville, DC 70466"
24043,10000, 36 months,13.99,341.73,C,C4,Web Merchandiser,2 years,OWN,32000.0,Not Verified,Mar-2015,debt_consolidation,Debt consolidation,14.25,Apr-2011,10,0,6890,46.9,13,w,INDIVIDUAL,0.0,0,"47870 Scott Springs Suite 076
Hooperberg, MI 05113"
24044,15000, 60 months,14.16,350.27,C,C2,Telecommunications Analyst,10+ years,MORTGAGE,76000.0,Not Verified,Apr-2014,debt_consolidation,Debt consolidation,22.28,Nov-1995,10,0,18143,75.9,26,f,INDIVIDUAL,6.0,0,"68359 Santos Plaza Apt. 028
Yangfurt, OR 30723"
24045,2800, 60 months,15.21,66.93,D,D2,Jerome Aluminum,7 years,MORTGAGE,84812.0,Source Verified,Sep-2010,home_improvement,Home Improvement,20.05,Aug-1995,8,0,35118,93.6,14,f,INDIVIDUAL,,0,"7056 Julia Squares
Ryanmouth, OH 93700"
24046,15000, 60 months,23.83,430.05,F,F5,City of Houston,6 years,MORTGAGE,85000.0,Verified,Jun-2013,debt_consolidation,Credit Card consolidation,18.0,Sep-1995,12,0,6356,70.6,37,f,INDIVIDUAL,7.0,0,"Unit 7616 Box 0221
DPO AE 00813"
24047,25000, 36 months,19.04,916.91,F,F3,kabc-tv,10+ years,RENT,114000.0,Verified,May-2010,debt_consolidation,debt,6.67,Nov-1997,7,0,14478,68.3,26,f,INDIVIDUAL,,0,"2901 Benton Crossing Suite 698
Arthurstad, IN 05113"
24048,10000, 60 months,15.99,243.13,D,D2,Senior Training Specialist,7 years,MORTGAGE,76000.0,Not Verified,Nov-2014,credit_card,Credit card refinancing,22.39,Dec-1998,14,0,14049,41.0,46,w,INDIVIDUAL,1.0,0,"871 Long Knolls
Port Matthewchester, HI 93700"
24049,15000, 36 months,7.69,467.91,A,A4,Information Security Engineer III,2 years,RENT,88000.0,Not Verified,Jun-2014,credit_card,Credit card refinancing,7.72,May-2000,8,0,17206,73.5,29,f,INDIVIDUAL,0.0,0,"9181 Jeffrey Flat
Maryview, NJ 05113"
24050,8000, 36 months,18.25,290.23,D,D3,Sakes,4 years,MORTGAGE,200000.0,Source Verified,Jan-2014,debt_consolidation,Debt,14.41,Nov-1999,13,0,60235,85.7,28,f,INDIVIDUAL,5.0,0,"66477 Rich Island Suite 195
East Angela, VA 29597"
24051,6000, 36 months,12.12,199.63,B,B3,Allstar Services Inc,6 years,MORTGAGE,95000.0,Not Verified,Sep-2012,debt_consolidation,Dental,10.81,Mar-1993,15,0,25085,68.5,35,f,INDIVIDUAL,3.0,0,"7697 Snyder Expressway Apt. 683
Tammystad, ID 05113"
24052,2400, 36 months,18.85,87.8,D,D3,Corning Union High School District,1 year,MORTGAGE,125000.0,Not Verified,Aug-2013,debt_consolidation,3 year Loan,13.99,Feb-1985,11,0,10748,80.8,38,f,INDIVIDUAL,2.0,0,"2192 Hicks Port Apt. 922
New Mark, PA 05113"
24053,9200, 36 months,13.33,311.45,C,C3,,,OWN,20000.0,Not Verified,Oct-2015,debt_consolidation,Debt consolidation,30.31,Oct-2004,10,0,3405,35.8,20,f,INDIVIDUAL,0.0,0,"PSC 5450, Box 1536
APO AA 29597"
24054,4800, 36 months,15.61,167.84,D,D1,Mechanic,< 1 year,RENT,65000.0,Source Verified,Sep-2015,major_purchase,Major purchase,11.37,Jul-2007,8,0,4661,42.0,9,w,INDIVIDUAL,0.0,0,"144 James Isle
Ramirezville, IN 29597"
24055,24000, 36 months,9.67,770.7,B,B1,Registered Nurse,10+ years,MORTGAGE,130000.0,Source Verified,Mar-2014,debt_consolidation,Debt consolidation,14.26,Aug-1999,11,0,20429,55.4,17,w,INDIVIDUAL,3.0,0,"350 Gutierrez Unions
Port Brent, TN 48052"
24056,6000, 36 months,12.99,202.14,C,C2,Shift Supervisor,< 1 year,RENT,23000.0,Verified,Nov-2014,debt_consolidation,Debt consolidation,26.2,Mar-2007,7,0,10119,92.0,11,w,INDIVIDUAL,0.0,0,"327 Joyce Islands Apt. 244
Lake Paul, AK 05113"
24057,13000, 36 months,7.69,405.52,A,A4,Technical Consultant,< 1 year,MORTGAGE,100000.0,Not Verified,Aug-2014,debt_consolidation,Debt consolidation,5.29,Oct-1995,11,0,21846,19.9,36,f,INDIVIDUAL,8.0,0,"4858 Jordan Meadows Apt. 996
Port Brittany, PA 05113"
24058,8900, 36 months,18.84,325.52,E,E2,owner,10+ years,MORTGAGE,60000.0,Not Verified,May-2015,debt_consolidation,Debt consolidation,8.82,Jul-1998,10,0,10620,76.4,31,w,INDIVIDUAL,9.0,0,"2898 Mason Circle
Port George, AL 30723"
24059,7575, 36 months,15.88,265.87,C,C4,El Capitan Environmental Services,7 years,RENT,52540.0,Verified,Sep-2013,debt_consolidation,Debt/Payoff,14.3,Aug-2003,6,0,8823,60.4,24,f,INDIVIDUAL,0.0,0,"701 Torres Cliff
Brittanymouth, WI 48052"
24060,8400, 36 months,11.49,276.96,B,B5,urd crew leader,4 years,MORTGAGE,118000.0,Verified,Jul-2016,debt_consolidation,Debt consolidation,13.34,Jan-2006,10,1,3993,45.0,15,w,INDIVIDUAL,1.0,0,"41458 Chang Mountain Suite 743
North Alejandro, FL 22690"
24061,8000, 36 months,9.17,255.04,B,B1,Third Party Billing,10+ years,RENT,49000.0,Source Verified,Jun-2014,credit_card,Credit card refinancing,20.94,Jun-2004,11,1,7396,26.1,21,w,INDIVIDUAL,0.0,0,"256 Cole Wells Apt. 943
New Jeffreymouth, DC 05113"
24062,16000, 36 months,13.67,544.29,C,C3,Project Manager,3 years,OWN,148992.0,Verified,Mar-2016,car,Car financing,11.53,Nov-1994,13,0,61764,9.1,32,w,INDIVIDUAL,1.0,0,"1342 Jordan Crest Apt. 313
Jimenezville, ND 29597"
24063,10875, 36 months,7.49,338.24,A,A4,,,MORTGAGE,30442.8,Verified,Jan-2015,debt_consolidation,Debt consolidation,22.87,Aug-2010,7,0,8820,41.4,9,f,INDIVIDUAL,1.0,0,"077 Timothy Key
Port Matthewland, DE 22690"
24064,11225, 36 months,10.16,363.05,B,B1,"CKE, Inc.",6 years,RENT,48000.0,Verified,Oct-2012,debt_consolidation,Debt Consolidation,21.64,May-1990,12,0,12712,45.5,25,f,INDIVIDUAL,0.0,0,"09720 Johnson Haven
Andrewmouth, VA 48052"
24065,15950, 36 months,12.69,535.05,C,C2,Loss Prevention,10+ years,MORTGAGE,47500.0,Not Verified,May-2015,debt_consolidation,Debt consolidation,19.08,Oct-1999,9,0,11812,56.2,36,f,INDIVIDUAL,3.0,0,"6779 Griffith Bypass Suite 292
Kelleymouth, WA 70466"
24066,7000, 36 months,10.99,229.14,B,B4,Medical Assistant,2 years,RENT,23000.0,Source Verified,Nov-2015,debt_consolidation,Debt consolidation,11.85,Sep-2001,10,0,6443,41.3,33,w,INDIVIDUAL,1.0,0,"Unit 0842 Box 7071
DPO AP 48052"
24067,17125, 36 months,5.32,515.72,A,A1,Dean,7 years,RENT,155000.0,Verified,Jul-2015,debt_consolidation,Debt consolidation,6.22,May-1987,6,1,3177,7.3,19,w,INDIVIDUAL,8.0,0,"186 Gonzalez Crest
Clarkestad, OR 70466"
24068,26000, 36 months,6.24,793.81,A,A2,foreman constrution,3 years,MORTGAGE,98000.0,Source Verified,Jun-2015,debt_consolidation,Debt consolidation,9.25,Aug-1990,21,0,116333,21.8,62,w,INDIVIDUAL,6.0,0,"04483 Brandon Junctions
New Jillianbury, MS 29597"
24069,19200, 36 months,7.62,598.3,A,A3,Local Rcovery Coordinator,2 years,MORTGAGE,91000.0,Not Verified,Mar-2014,debt_consolidation,Debt consolidation,11.79,Mar-1983,26,0,20093,22.3,52,f,INDIVIDUAL,4.0,0,"2323 Sean Junction Suite 970
Samanthachester, KS 29597"
24070,11500, 36 months,6.03,350.01,A,A1,Marketing Director,1 year,RENT,52000.0,Not Verified,Jul-2014,debt_consolidation,Debt consolidation,19.76,Mar-1998,9,0,1933,8.2,32,w,INDIVIDUAL,0.0,0,"94726 Davis Gardens Suite 592
Lake Thomas, ND 05113"
24071,7300, 36 months,10.15,236.07,B,B2,,,RENT,21000.0,Verified,Jun-2014,credit_card,Credit card refinancing,14.0,Aug-2001,10,4,8364,56.9,33,w,INDIVIDUAL,7.0,2,"01094 Michael Circle
Parsonsfurt, AZ 70466"
